Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Albania,ALB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,87.866618353128,87.8895518968793,87.9130892710283,87.9289348824885,87.9370346455539,87.9368285638127,87.9285581808857,87.9120756539579,87.8872507466531,87.8534189124145,87.8112853018009,87.7603370740151,87.8604324687508,89.461087876539,90.9812043833494,91.001022378025,91.0203701494956,91.0392276676191
Albania,ALB,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,34.8,..,..,..,..,32.7,..,..,..,..,31.2,30.7,30.2,29.8,29.5,29.1,28.7,..
Algeria,DZA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,36.9302577059946,..,..,..,..,36.4565841837832,..,..,..,..,37.5360503002013,..,..,..,..,35.8588265111515,..,..,..,..,33.6358202624012,33.8340477410328,33.3668262043692,34.2453279072063,35.563917177565,36.0891635653848,39.853273847241,38.8840106983002
Algeria,DZA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,..,..,..,0.9,..
Algeria,DZA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.96605,83.07031,83.17146,83.26935,83.36414,83.4694360969913,83.562293671602,83.6527818640751,83.7406026903617
Algeria,DZA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,89.8372590662203,90.1145985908531,90.3871693067252,90.6548045915483,90.9175452252237,91.1752559487698,91.4281899533328,91.6762174664479,91.9195732530921,92.1571351610754,92.3894651256094,92.6164629610168,92.8383506111362,93.0551923509207,93.267273345072,93.4745964173737,93.515850975676,93.55588814365
Algeria,DZA,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,16.6,..,..,..,..,15.5,..,..,..,..,15.2,15.2,15.3,15.3,15.4,15.5,15.6,..
American Samoa,ASM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.4790826565409,..,..,..,..,12.4790826565409,..,..,..,..,15.214667966958,..,..,..,..,15.2378416845987,..,..,..,..,15.0727217319968,15.3906418570512,14.3441501484645,14.1272255153053,13.3169920338184,13.0193901036704,12.3827298738272,12.4738202417443
American Samoa,ASM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,12.4093858584915,12.4191327552296,12.4288796519677,12.4386265487057,12.4483734454438,12.4581203421819,12.4678672389199,12.477614135658,12.4873610323961,12.4971079291341,12.5068548258722,12.5166017226103,12.5263486193483,12.5360955160864,12.5458424128244,12.5555893095625,12.5653362063006,12.5750831030386
American Samoa,ASM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,98.4590893692224,98.5364236215334,98.6137578738445,98.6910921261555,98.7684263784665,98.8457606307776,98.9230948830886,99.0004291353997,99.0777633877107,99.1550976400217,99.2324318923328,99.3097661446438,99.3871003969549,99.4644346492659,99.5417689015769,99.619103153888,99.696437406199,99.7737716585101
American Samoa,ASM,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,14.1187416066287,..,..,..,..,13.9368669262055,..,..,..,..,12.5940147055853,..,..,..,..,12.9613780437777,..,..,..,..,12.8071974989972,13.2735055489618,12.4070530290878,11.8136733075768,10.8304182450691,11.462178465567,10.2558344278431,10.3076213949548
Andorra,AND,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.4,..,..,..,..,..,11.3,..
Andorra,AND,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,90.64,90.6399974327368,90.6399962979756,90.640002362358,90.6399965987736,90.6399994519822,90.6400042691678,90.6399979090976,90.6399979384687,90.6400010234311,90.6399969292339,90.639995871522,90.6400010486473,90.64,90.6399978177792,90.6400022160392,90.64,90.6399966306356
Andorra,AND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,100,99.9999971676266,99.9999959156836,100.000002606308,99.9999962475436,99.9999993953907,100.000004710026,99.9999976931792,99.9999977255833,100.000001129116,99.9999966121292,99.9999954451919,100.000001156937,100,99.9999975924307,100.00000244488,100,99.9999962826959
Andorra,AND,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,37.4,..,..,..,..,36,..,..,..,..,34.8,34.5,34.2,34.1,33.9,33.7,33.5,..
Angola,AGO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,36.4481159908747,..,..,..,..,35.6029081697262,..,..,..,..,36.182967879889,..,..,..,..,34.9629120527896,..,..,..,..,33.7872471854573,33.1041946330203,33.4154950593669,34.6639225658386,32.9740250383699,32.7298731438952,31.785388814817,32.3885049076425
Angola,AGO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,6.4,..
Angola,AGO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.13376,24.30969,26.2275810955141,26.3756679923904,26.5212733758645,26.6641825709428
Angola,AGO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,41.1443091321417,42.2546732241249,43.3767998591689,44.3638718121643,45.3513358144059,46.3360177882994,47.1502292032677,47.9614676062746,48.7704032007624,49.5751637650709,50.3768413386117,51.174835352104,51.9685422620709,52.7573468956564,53.5415088774555,54.3169268979247,55.0842762884068,55.8429048722414
Angola,AGO,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.4085635347848,..,..,..,..,22.4515950594337,..,..,..,..,21.9761180428363,..,..,..,..,22.1343296076435,..,..,..,..,22.5288761062762,23.1478617038523,21.4710504378955,20.7353850736625,19.7255836182805,19.6963877942929,18.4609303216643,18.6223428464755
Antigua and Barbuda,ATG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.1,..,..,..,..,..,7,..
Antigua and Barbuda,ATG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,98.2537651723165,98.1372591033899,98.0207530344633,97.9042469655367,97.7877408966101,97.6712348276835,97.554728758757,97.4382226898304,97.3217166209038,97.2052105519772,97.0887044830506,96.9721984141241,96.8556923451975,96.7391862762709,96.7391862762709,96.7391862762709,96.7391862762709,96.7391862762709
Antigua and Barbuda,ATG,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,53.3002660564708,..,..,..,..,52.5434088963714,..,..,..,..,53.0630756716598,..,..,..,..,52.3952505918879,..,..,..,..,53.7870013823058,52.6522786914544,53.2972698457395,54.0538218941825,52.5836028473388,60.4068134713159,58.7649047007079,58.6892586001699
Arab World,ARB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.671453554179753,..,..,..,..,..,0.617288895830425,..
Arab World,ARB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.9678694909256,69.4906179134644,70.0046593617885,70.1717347207878
Arab World,ARB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,78.7492899316702,79.0407784698596,79.4086534949348,79.9126728829356,80.4337849106248,81.1176935380443,81.8325597061232,82.5022243082266,83.2344548734768,83.9552983553725,84.6650502050644,85.3522179227568,86.008024254536,86.654750848158,87.2999553718975,87.9368319209243,88.4173413280615,88.6312853680334
Arab World,ARB,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,19.0595850053146,..,..,..,..,19.3965219570041,..,..,..,..,..,20.6898165834488,20.8761873368232,21.1263744703079,21.4341098170422,21.7050782789786,21.9558575283589,..
Argentina,ARG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.220530169464,..,..,..,..,16.8460647537934,..,..,..,..,16.7809479169912,..,..,..,..,16.4030853648294,..,..,..,..,16.8591006158722,17.382982132833,16.1350718237481,15.5973751475223,14.4669804074766,14.6316258961135,13.7514440269638,13.311833946835
Argentina,ARG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.3,..,..,..,..,..,9.8,..
Argentina,ARG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,96.2130162258015,96.4621250050353,96.7051334707509,96.9424714130131,97.174845477258,97.4021783941008,97.6247250313793,97.842449361637,98.0555690061007,98.2640620076734,98.468054196947,98.6665742189186,98.860739298373,98.9304118079404,99.0002502968424,99.070133780485,99.078374648261,..
Argentina,ARG,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,41.4,..,..,..,..,33.7,..,..,..,..,27.5,26.3,25.4,24.4,23.5,22.5,21.8,..
Armenia,ARM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,36.860721103674,..,..,..,..,35.1209416240867,..,..,..,..,36.796446971455,..,..,..,..,37.0687292358254,..,..,..,..,37.5300409299361,38.6122752150667,37.184484644841,34.9372125951584,33.0859498151739,34.8814326393148,32.2271677279368,32.5281183420597
Armenia,ARM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,..,..,..,..,..,5.5,..
Armenia,ARM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,83.9565,84.18344,84.46086,84.757,85.05374,85.35107,85.64878,85.94732,86.22911,86.49632,86.7671,87.04167,87.31986,87.2895,92.0631854018409,92.720798368195,93.3810053216644,94.0429413735251
Armenia,ARM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,29.5975624256855,29.7428187867187,33.2981652181782,36.8434591581398,40.3903302923344,43.9389437991209,47.4890605278899,51.0409456531666,54.5944657999303,58.1497800653466,61.7068553900329,65.265731331227,68.8264474223398,72.3909980318628,75.961240059848,79.4349773688178,83.0059759610227,86.4763548512362
Armenia,ARM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,95.1335078209685,95.4193047530968,95.721605220282,96.0310834282413,96.3429995528238,96.6572941536348,96.9741196948701,97.2933551674429,97.6151254831407,97.9393379214326,98.2660555764661,98.5952876141085,98.9270428994796,99.2616313658288,99.5932610286446,99.7344128234182,99.8985355749982,99.9133765368804
Armenia,ARM,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,31.8,..,..,..,..,30.3,..,..,..,..,29.3,28.7,27.5,26.5,25.5,24.5,24.1,..
Aruba,ABW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,94.4888063555081,94.7704911076312,95.0521758597543,95.3338606118775,95.6155453640006,95.8972301161238,96.178914868247,96.4605996203701,96.7422843724932,97.0239691246164,97.3056538767395,97.5873386288627,97.8690233809859,97.8690233809859,97.8690233809859,97.8690233809859,97.8690233809859,..
Aruba,ABW,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.4118546340861,..,..,..,..,10.426396579877,..,..,..,..,10.8437236627653,..,..,..,..,10.597133611302,..,..,..,..,10.6188794048093,11.0472649248094,10.5370899888968,9.987683889602,9.49297875176193,9.32001528859246,8.61450892396923,8.55032440147794
Australia,AUS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5,..,..,..,..,..,10.6,..
Australia,AUS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,99.7122944754943,99.7112437252646,99.7121983230852,99.7343547399069,99.7563363704125,99.7781464748243,99.7997773567423,99.8212512309794,99.842550311042,99.8636709447483,99.8846197910454,99.9054021742713,99.9259989695005,99.9464508540772,99.9614811802616,99.9700036256584,99.9699720221132,99.9699355966804
Australia,AUS,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,24.5,..,..,..,..,20.9,..,..,..,..,17.8,17.2,16.7,16.2,15.7,15.2,14.7,..
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.8666882522145,..,..,..,..,15.7061258069427,..,..,..,..,15.3553628184252,..,..,..,..,15.592062647125,..,..,..,..,15.1491399543527,15.5733709260358,14.282332052066,14.0816134772545,13.3792279402368,13.5410951655305,12.5968160524095,12.4779667308248
Austria,AUT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..,11.6,..
Austria,AUT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,97.7139355406614,97.7968426966292,97.8797528089888,97.9626629213483,98.0455730337079,98.1284802434549,98.211390364262,98.2943033707865,98.3772134831461,98.4601235955056,98.5430337078651,98.6259438202247,98.7088539325843,98.7917668567525,98.874676953401,98.9094252777529,98.9078075069934,98.9062009731804
Austria,AUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,100.000003025558,100,100,100,100,99.9999970420285,99.999997053127,100,100,100,100,100,100,100.000002846198,100.000002827921,100.000002813115,100,100
Austria,AUT,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,49.1,..,..,..,..,41.9,..,..,..,..,35.7,34.6,33.6,32.4,31.4,30.6,29.6,..
Azerbaijan,AZE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,23.9429148197785,..,..,..,..,23.3914288602793,..,..,..,..,22.8807720019118,..,..,..,..,22.8657059913323,..,..,..,..,23.0476012009805,23.6298687996479,22.1808103351695,22.2787804649609,20.7100675132803,21.4141228108411,20.2081566380035,19.9286636166698
Azerbaijan,AZE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.9,..,..,..,..,..,0.8,..
Azerbaijan,AZE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.2413,83.2413,83.2413,83.2413
Azerbaijan,AZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,49.6776780218269,50.1333219375612,50.5862728855835,51.0368673998872,53.4661918578661,55.9271201052248,58.4195202893195,60.9432554002,63.4977235278233,66.0827900863982,68.7005535226904,70.3220182852756,70.8523710120464,71.3873570496004,71.9262809740936,72.4689078151401,73.0150031464696,73.5643314527719
Azerbaijan,AZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,73.3804994316201,74.8177544104346,76.2675985150917,77.7305251283156,79.2060022695772,80.6935505100181,82.1933078178443,83.7053619560097,85.2289723856655,85.9174428134285,86.6060014772725,87.2939531092521,87.9808685781324,88.666533068421,89.3502822141158,90.0316862068693,90.7103154712345,91.3857399436573
Azerbaijan,AZE,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,26.7,..,..,..,..,24.7,..,..,..,..,22.9,22.4,22.2,21.8,21.5,21.3,20.8,..
"Bahamas, The",BHS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.019923737563,..,..,..,..,21.2866268998626,..,..,..,..,21.3182006569771,..,..,..,..,21.0663565154046,..,..,..,..,21.1105136971362,21.7744249405106,20.3170756932496,19.9094007901768,18.4953332809446,18.8863062069471,17.6513206940833,17.3677204858567
"Bahamas, The",BHS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2,..,..,..,..,..,4.4,..
"Bahamas, The",BHS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,98.2454956108156,98.2882599365839,98.3310242623522,98.3737885881206,98.4165529138889,98.4593172396572,98.5020815654256,98.5448458911939,98.5876102169622,98.6303745427305,98.6731388684989,98.7159031942672,98.7586675200355,98.8014318458038,98.8441961715722,98.8869604973405,98.8869604973405,98.8869604973405
"Bahamas, The",BHS,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,10.6,..,..,..,..,10.7,..,..,..,..,10.9,11,11.1,11.2,11.2,11.4,11.5,..
Bahrain,BHR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,68.1587615823942,..,..,..,..,68.1233494155679,..,..,..,..,67.9577893383379,..,..,..,..,64.5872757767634,..,..,..,..,65.6308809736381,63.7324992882939,70.2874825415208,67.794678177984,62.758543707641,72.6046774264373,69.8641823640273,70.8162076823101
Bahrain,BHR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9,..,..,..,..,..,1.9,..
Bahrain,BHR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
